Event Date,App Name,App Apple ID,Subscription Name,Subscription Apple ID,Subscription Group ID,Standard Subscription Duration,Subscription Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Price,Customer Currency,Developer Proceeds,Proceeds Currency,Preserved Pricing,Proceeds Reason,Client,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,12.99,CAD,9.09,CAD, , , ,iPhone,CA,658520842275676,,,,1
2026-06-02,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,Apple TV,TR,644544932308433,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,455577357954588,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,518493370531922,Yes,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,630570168788828,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609642293909854,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,483604342700341,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,476606869559081,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,525624962199745,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,679501510312830,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,518481097989227,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,770487335466543,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,700508519045631,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,679502318479784,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658508582013389,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,567647185527074,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,273692590307670,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,672506981911410,,,,1
2026-06-01,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,182611338699512,,,,1
